seed,topology_model,n_cells,n_sites,edit_states,dominant_state_prob,missing_rate,mutation_rate,repeat,triplet_samples_requested,sampled_triplets_inferred,possible_triplets,sampled_triplet_coverage,min_signal_gap,simulation_seconds,algorithm,triplet_accuracy,rf_similarity,triplet_inference_seconds,solve_seconds,status,error
805722027,balanced_random_40_60_splits,512,30,5,0.0,0.2,0.8,1,50000,43313,22238720,0.86626,0.03,0.3721830060000002,VanillaGreedy,0.6422,0.25711481844946027,0.0,1.3796809619999522,ok,
805722027,balanced_random_40_60_splits,512,30,5,0.0,0.2,0.8,1,50000,43313,22238720,0.86626,0.03,0.3721830060000002,UPGMA,0.9622,0.4490196078431372,0.0,1.508017533000043,ok,
805722027,balanced_random_40_60_splits,512,30,5,0.0,0.2,0.8,1,50000,43313,22238720,0.86626,0.03,0.3721830060000002,NeighborJoining,0.971,0.44313725490196076,0.0,2.1363016860000243,ok,
805822026,balanced_random_40_60_splits,512,30,5,0.0,0.3,0.8,0,50000,42564,22238720,0.85128,0.03,0.30089034299999184,ConfidentWeightedTMC_SMJ32,0.8588,0.05015045135406215,2.146945051999978,73.35188802999994,ok,
805822026,balanced_random_40_60_splits,512,30,5,0.0,0.3,0.8,0,50000,42564,22238720,0.85128,0.03,0.30089034299999184,VanillaGreedy,0.6474,0.1588235294117647,0.0,1.4933680990000084,ok,
805822026,balanced_random_40_60_splits,512,30,5,0.0,0.3,0.8,0,50000,42564,22238720,0.85128,0.03,0.30089034299999184,UPGMA,0.9686,0.3431372549019608,0.0,1.6758194809999623,ok,
805822026,balanced_random_40_60_splits,512,30,5,0.0,0.3,0.8,0,50000,42564,22238720,0.85128,0.03,0.30089034299999184,NeighborJoining,0.9388,0.3176470588235294,0.0,1.9858254669998132,ok,
805822027,balanced_random_40_60_splits,512,30,5,0.0,0.3,0.8,1,50000,42657,22238720,0.85314,0.03,0.510748435999858,ConfidentWeightedTMC_SMJ32,0.9692,0.0761523046092184,2.813725856000019,69.79325291200007,ok,
805822027,balanced_random_40_60_splits,512,30,5,0.0,0.3,0.8,1,50000,42657,22238720,0.85314,0.03,0.510748435999858,VanillaGreedy,0.77,0.14901960784313728,0.0,1.3610043779999614,ok,
805822027,balanced_random_40_60_splits,512,30,5,0.0,0.3,0.8,1,50000,42657,22238720,0.85314,0.03,0.510748435999858,UPGMA,0.8114,0.3411764705882353,0.0,1.517461381999965,ok,
805822027,balanced_random_40_60_splits,512,30,5,0.0,0.3,0.8,1,50000,42657,22238720,0.85314,0.03,0.510748435999858,NeighborJoining,0.7826,0.37450980392156863,0.0,1.413423757999908,ok,
